Date/Time,Electricity:Facility [J](Hourly),Heating:Electricity [J](Hourly),Cooling:Electricity [J](Hourly),InteriorLights:Electricity [J](Hourly),ExteriorLights:Electricity [J](Hourly),InteriorEquipment:Electricity [J](Hourly),ExteriorEquipment:Electricity [J](Hourly),Fans:Electricity [J](Hourly),Pumps:Electricity [J](Hourly),HeatRejection:Electricity [J](Hourly),Gas:Facility [J](Hourly),Heating:Gas [J](Hourly),WaterSystems:Gas [J](Hourly) 
 09/11  07:00:00,2215719459.785413,0.0,152372852.26626448,538279852.336432,0.0,717706469.7819098,439999120.8791207,103907369.5922554,146549387.1042568,116904407.82517325,840348369.8195233,816741092.9454564,23607276.87406684 
 09/11  08:00:00,4261995912.5766298,0.0,219301899.19961734,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,104020739.33395846,152090631.32016684,116904407.82517325,268713877.69595566,221314812.95919157,47399064.73676409 
 09/11  09:00:00,4180951273.235963,0.0,262410197.83180366,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,105645328.1566092,158312840.78839983,116904407.82517325,129270873.76381257,81825366.06422931,47445507.69958326 
 09/11  10:00:00,4018439751.2202785,0.0,270444259.90426048,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,105494965.10051082,163917268.10800473,116904407.82517325,92609363.63736126,37270223.28467576,55339140.352685499 
 09/11  11:00:00,4027361385.532954,0.0,277416352.5312517,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,105289831.77432932,166071943.11987106,116904407.82517325,75806205.103116,15642316.340786746,60163888.762329269 
 09/11  12:00:00,3854509381.3541748,0.0,280379621.37547829,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,107106701.42391579,167866417.89275543,116904407.82517325,104821706.53395996,29980465.838485283,74841240.69547467 
 09/11  13:00:00,4053862551.803297,0.0,292858470.90097197,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,110934608.77199924,171486214.02282358,116904407.82517325,72464934.06666886,2379364.3126967607,70085569.7539721 
 09/11  14:00:00,4056333002.7078325,0.0,293081647.9565762,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,111483180.57281506,173184916.07093878,116904407.82517325,40900072.82058358,0.0,40900072.82058358 
 09/11  15:00:00,4058770636.9417216,0.0,295112417.67055138,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,110826410.88063529,174248550.28303186,116904407.82517325,47348388.521734129,0.0,47348388.521734129 
 09/11  16:00:00,4217248052.907744,0.0,283587418.8647426,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,109072362.18468532,170005365.39916576,116904407.82517325,55436720.41690724,0.0,55436720.41690724 
 09/11  17:00:00,3791857769.886115,0.0,274316178.5957574,1255986322.1183415,0.0,1435412939.5638197,439999120.8791207,104951255.44302918,164287545.46087349,116904407.82517325,31523665.77006276,0.0,31523665.77006276 
 09/11  18:00:00,3056496853.073863,0.0,262972900.07802768,897133087.2273873,0.0,1076559704.672864,439999120.8791207,103907369.5922554,159020262.7990344,116904407.82517325,47864703.905032549,16390944.126817247,31473759.778215305 
 09/11  19:00:00,3025952231.4176375,0.0,204801801.66282679,897133087.2273873,123028800.0,1076559704.672864,351999296.7032966,103907369.5922554,151617763.73383347,116904407.82517325,114099076.00852025,98357357.2687391,15741718.739781153 
 09/11  20:00:00,2510709798.9928848,0.0,169456963.45013917,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,103907369.5922554,148485621.85820038,116904407.82517325,404891462.29973027,381304218.6731921,23587243.62653815 
 09/11  21:00:00,2395622189.9955484,0.0,145353950.41732428,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,103907369.5922554,145500850.0695032,116904407.82517325,538578790.1913781,530689567.76515319,7889222.426224875 
 09/11  22:00:00,1257684004.638802,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,8069.0597667832335,0.0,7881472.007407624,0.0,7881472.007407624 
 09/11  23:00:00,1079970873.0638746,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8070.3834017615445,0.0,7880630.469547828,0.0,7880630.469547828 
 09/11  24:00:00,1035970961.4774264,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8070.884865883861,0.0,7881178.504333218,0.0,7881178.504333218 
 09/12  01:00:00,1035970965.2281022,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8074.635541674679,0.0,7880769.886535719,0.0,7880769.886535719 
 09/12  02:00:00,1035970965.6968272,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8075.104266672824,0.0,7881325.271030211,0.0,7881325.271030211 
 09/12  03:00:00,1035970966.0966175,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8075.504056913383,0.0,7880913.346813052,0.0,7880913.346813052 
 09/12  04:00:00,1079970879.2479475,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8076.567474648303,0.0,7881466.857871497,0.0,7881466.857871497 
 09/12  05:00:00,1257688851.6795006,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,12916.100465187685,0.0,7888962.443038373,0.0,7888962.443038373 
 09/12  06:00:00,1903514857.000802,0.0,129738974.9762201,179426617.44547747,153786000.0,717706469.7819098,351999296.7032966,108723936.7979892,145229153.47073595,116904407.82517325,930835674.1689743,915134743.5771031,15700930.591871158 
 09/12  07:00:00,2213398772.2071869,0.0,148960803.0423282,538279852.336432,0.0,717706469.7819098,439999120.8791207,103907369.5922554,147640748.74996657,116904407.82517325,804748970.1756307,781143101.7899141,23605868.385716529 
 09/12  08:00:00,4236046175.09773,0.0,193891494.2242341,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,103907369.5922554,151664668.55835436,116904407.82517325,233421173.79573036,186041396.6760194,47379777.11971097 
 09/12  09:00:00,4164876687.0956175,0.0,247688650.31096686,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,103907369.5922554,158697760.73324443,116904407.82517325,103548406.37746717,56116306.73313366,47432099.64433351 
 09/12  10:00:00,4024584509.3508136,0.0,268729413.81029698,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,106474975.19782689,170796862.23518787,116904407.82517325,55932289.98746868,8474963.513179616,47457326.47428906 
 09/12  11:00:00,4063202962.9614918,0.0,294764144.4225094,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,112036716.43733014,177818843.99414928,116904407.82517325,64480004.74127563,1063646.1721836497,63416358.56909198 
 09/12  12:00:00,3912773854.45144,0.0,321501882.41400358,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,113041795.36249686,179073536.01291419,116904407.82517325,72417631.6215577,841495.8507601027,71576135.7707976 
 09/12  13:00:00,4167949896.6565225,0.0,379504241.94943848,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,124080717.33044923,185781679.26913227,116904407.82517325,71506381.09053287,0.0,71506381.09053287 
 09/12  14:00:00,4224200554.1369779,0.0,423473874.6539697,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,128773846.13785327,193369575.237652,116904407.82517325,47379221.92346652,0.0,47379221.92346652 
 09/12  15:00:00,4288150295.4061319,0.0,479838140.38436028,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,134437251.5769932,195291645.33727596,116904407.82517325,39481432.57024148,0.0,39481432.57024148 
 09/12  16:00:00,4428406116.075224,0.0,443942770.6919297,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,136089039.44467018,193791399.47947363,116904407.82517325,55441888.475971307,0.0,55441888.475971307 
 09/12  17:00:00,3865071927.732387,0.0,319678099.7850619,1255986322.1183415,0.0,1435412939.5638197,439999120.8791207,117397342.96531844,179693694.59555189,116904407.82517325,39225537.368187729,0.0,39225537.368187729 
 09/12  18:00:00,3073737167.5607378,0.0,269712492.4988581,897133087.2273873,0.0,1076559704.672864,439999120.8791207,104994194.06606764,168434160.39126636,116904407.82517325,25648582.491504194,1869873.2821931968,23778709.209310995 
 09/12  19:00:00,3105148966.2978537,0.0,245833150.23889537,897133087.2273873,153786000.0,1076559704.672864,351999296.7032966,103907369.5922554,159025950.03798143,116904407.82517325,70109393.84369141,46533603.36661453,23575790.477076889 
 09/12  20:00:00,2559453011.5582759,0.0,213955649.80857603,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,103907369.5922554,152730148.06515513,116904407.82517325,196222724.38734008,180473871.19812129,15748853.189218779 
 09/12  21:00:00,2417553218.7313835,0.0,164829969.95437513,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,103907369.5922554,147955859.26828758,116904407.82517325,389690200.7112508,373984261.30834046,15705939.402910289 
 09/12  22:00:00,1257684012.0976096,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,8076.518574179709,0.0,7880583.754421836,0.0,7880583.754421836 
 09/12  23:00:00,1079970877.0690129,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8074.3885401273965,0.0,7881135.072105851,0.0,7881135.072105851 
 09/12  24:00:00,1035970965.9400394,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8075.347478924531,0.0,7880724.173942312,0.0,7880724.173942312 
 09/13  01:00:00,1035970966.0631994,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8075.470638843533,0.0,7881288.09069514,0.0,7881288.09069514 
 09/13  02:00:00,1035970964.8505727,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8074.258012188835,0.0,7880880.927732888,0.0,7880880.927732888 
 09/13  03:00:00,1035970965.1968465,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8074.604285867986,0.0,72000.0,0.0,72000.0 
 09/13  04:00:00,1079970875.7805756,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8073.100102681762,0.0,7881438.965188333,0.0,7881438.965188333 
 09/13  05:00:00,1257688860.8859995,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,12925.306964287254,0.0,15705474.106122869,0.0,15705474.106122869 
 09/13  06:00:00,1788785473.0564967,0.0,25541193.85904605,179426617.44547747,153786000.0,717706469.7819098,351999296.7032966,111329066.06473032,132092421.37686354,116904407.82517325,921966004.8008647,914079407.8947239,7886596.906140809 
 09/13  07:00:00,2148316830.6349275,0.0,89984133.59254542,538279852.336432,0.0,717706469.7819098,439999120.8791207,103907369.5922554,141535476.6274903,116904407.82517325,712433408.3331118,688828730.0467093,23604678.28640236 
 09/13  08:00:00,4238967294.230326,0.0,196380177.4185889,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,103907369.5922554,152097104.49659459,116904407.82517325,214140388.42902369,166746291.15779216,47394097.27123154 
 09/13  09:00:00,4190895214.9798977,0.0,265187143.45936484,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,104045034.25609029,167080130.8052925,116904407.82517325,107869260.35389126,60428169.563088808,47441090.790802467 
 09/13  10:00:00,4030855638.8731138,0.0,272809238.63561376,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,106088788.72544807,173374353.40454958,116904407.82517325,67476760.6002351,12117089.525086897,55359671.07514821 
 09/13  11:00:00,4042233114.517835,0.0,278748084.19007119,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,110536972.75112647,174364799.4691357,116904407.82517325,55897973.715297069,400493.74299132169,55497479.97230574 
 09/13  12:00:00,3885273738.690694,0.0,298837141.3153628,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,111510090.0277248,175769866.6855808,116904407.82517325,79719241.39260128,190030.0393605817,79529211.3532407 
 09/13  13:00:00,4181909762.674025,0.0,388432034.21416428,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,129370861.8959415,185523608.4564173,116904407.82517325,63564132.09808678,0.0,63564132.09808678 
 09/13  14:00:00,4226951302.2357227,0.0,425939913.378683,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,132075308.97227669,190352821.77726058,116904407.82517325,47380006.694054428,0.0,47380006.694054428 
 09/13  15:00:00,4201631581.6776,0.0,399548948.53549256,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,134173821.0330227,189325554.00158296,116904407.82517325,39469062.80803703,0.0,39469062.80803703 
 09/13  16:00:00,4322376550.73534,0.0,350039133.55725386,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,133350487.92819067,184404022.79074595,116904407.82517325,63362236.481893438,0.0,63362236.481893438 
 09/13  17:00:00,3817396598.7629625,0.0,279427591.06067749,1255986322.1183415,0.0,1435412939.5638197,439999120.8791207,115294037.73697064,174372179.57885928,116904407.82517325,31522882.81101605,0.0,31522882.81101605 
 09/13  18:00:00,3046129940.2022979,0.0,250981091.82587815,897133087.2273873,0.0,1076559704.672864,439999120.8791207,103949356.61658113,160603171.15529285,116904407.82517325,51307078.08568906,19832109.69811365,31474968.38757541 
 09/13  19:00:00,2987938879.5714566,0.0,141471885.0378387,897133087.2273873,153786000.0,1076559704.672864,351999296.7032966,103907369.5922554,146177128.512641,116904407.82517325,113015893.52779816,97274684.94934424,15741208.578453925 
 09/13  20:00:00,2398002488.404826,0.0,67805983.5105274,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,103907369.5922554,137429291.20975367,116904407.82517325,380082431.5692298,356492722.47705569,23589709.092174129 
 09/13  21:00:00,2291296744.521818,0.0,51257434.44963438,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,103907369.5922554,135271920.56346274,116904407.82517325,519334291.45440176,511445257.6779398,7889033.776461973 
 09/13  22:00:00,1257684010.2552529,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,8074.676217581076,0.0,7881473.933659863,0.0,7881473.933659863 
 09/13  23:00:00,1079970878.1973494,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8075.516876492856,0.0,7881410.938336329,0.0,7881410.938336329 
 09/13  24:00:00,1035970966.7527042,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8076.160143616913,0.0,7881002.430893392,0.0,7881002.430893392 
 09/14  01:00:00,1035970970.8992163,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8080.306655770692,0.0,7880602.610690168,0.0,7880602.610690168 
 09/14  02:00:00,1035970970.227653,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8079.635092554053,0.0,7881166.506502352,0.0,7881166.506502352 
 09/14  03:00:00,1035970971.553506,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8080.960945444297,0.0,7880763.90918988,0.0,7880763.90918988 
 09/14  04:00:00,1079970883.419994,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8080.739521406765,0.0,7881326.015763294,0.0,7881326.015763294 
 09/14  05:00:00,1257688858.1784685,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,12922.599433070194,0.0,7888844.382802369,0.0,7888844.382802369 
 09/14  06:00:00,1769856768.6208127,0.0,9238695.31999398,179426617.44547747,153786000.0,717706469.7819098,351999296.7032966,112047450.51840887,128747831.02655328,116904407.82517325,931480512.8268666,915779542.6116812,15700970.215185479 
 09/14  07:00:00,2088298260.3954285,0.0,37932001.528802808,538279852.336432,0.0,717706469.7819098,439999120.8791207,103907369.5922554,133569038.45173428,116904407.82517325,795874722.1273599,772268969.5591288,23605752.568231029 
 09/14  08:00:00,4122934728.818829,0.0,92556725.72973144,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,103907369.5922554,139887990.77395559,116904407.82517325,177464159.34432394,130067987.94988638,47396171.39443755 
 09/14  09:00:00,4132179023.995903,0.0,218161466.48958413,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,106650303.06852997,152784347.97863914,116904407.82517325,79338828.1856719,31905704.020685026,47433124.16498688 
 09/14  10:00:00,4028931526.8454225,0.0,272642339.27806666,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,114293599.10458455,163412330.35526923,116904407.82517325,54724907.35688908,7273267.471621751,47451639.88526733 
 09/14  11:00:00,4078016151.046093,0.0,305077792.0053644,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,119807760.11055346,174547340.8226723,116904407.82517325,64708249.77952379,1289532.031953983,63418717.74756981 
 09/14  12:00:00,4002242826.891845,0.0,397437107.9123261,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,116294544.92608494,189354533.3914092,116904407.82517325,72284888.56142876,704951.7195290765,71579936.84189968 
 09/14  13:00:00,4260022680.260277,0.0,456139360.6301888,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,132838790.18780652,192461271.33477847,116904407.82517325,71501703.96051641,0.0,71501703.96051641 
 09/14  14:00:00,4236478003.563175,0.0,431945419.42685487,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,135589010.73546688,190360315.293351,116904407.82517325,47366744.804510477,0.0,47366744.804510477 
 09/14  15:00:00,4227634410.8973104,0.0,422966403.15536406,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,137231177.8465291,188853571.7879145,116904407.82517325,39478497.53967552,0.0,39478497.53967552 
 09/14  16:00:00,4332188512.691229,0.0,360699632.5088358,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,136055906.58750696,180850067.13573656,116904407.82517325,55446514.13212594,0.0,55446514.13212594 
 09/14  17:00:00,3845674209.5402386,0.0,298556098.2209883,1255986322.1183415,0.0,1435412939.5638197,439999120.8791207,119212663.69382946,179602657.23896588,116904407.82517325,39385135.19814925,0.0,39385135.19814925 
 09/14  18:00:00,3068955471.9624278,0.0,265507460.9472509,897133087.2273873,0.0,1076559704.672864,439999120.8791207,104636205.68013087,168215484.73050008,116904407.82517325,25156055.834571184,1533354.9748584026,23622700.859712785 
 09/14  19:00:00,3027365113.825802,0.0,176935157.23900713,897133087.2273873,153786000.0,1076559704.672864,351999296.7032966,103907369.5922554,150140090.5658173,116904407.82517325,73225943.73783958,49649567.957535538,23576375.780304046 
 09/14  20:00:00,2414448892.140544,0.0,82591058.78777354,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,103907369.5922554,139090619.6682258,116904407.82517325,284156871.4065838,260568729.6736492,23588141.732934618 
 09/14  21:00:00,2271685025.31087,0.0,34291429.968640658,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,103907369.5922554,132626205.8335087,116904407.82517325,478489611.5191846,470601602.4122797,7888009.106904828 
 09/14  22:00:00,1257684014.1715384,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,8078.592503086131,0.0,7881231.7249107719,0.0,7881231.7249107719 
 09/14  23:00:00,1079970883.6210068,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8080.940534075071,0.0,7880828.947310439,0.0,7880828.947310439 
 09/14  24:00:00,1035970971.3728613,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8080.780300705094,0.0,7881391.428091379,0.0,7881391.428091379 
 09/15  01:00:00,1035970972.6533978,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8082.060837269752,0.0,7880997.884443362,0.0,7880997.884443362 
 09/15  02:00:00,1035970973.9410882,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8083.348527603454,0.0,7879538.140368035,0.0,7879538.140368035 
 09/15  03:00:00,1035970969.4096944,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8078.817134035351,0.0,7881166.15407146,0.0,7881166.15407146 
 09/15  04:00:00,1079970882.2561546,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8079.575681821668,0.0,7880767.518493276,0.0,7880767.518493276 
 09/15  05:00:00,1257688861.9732905,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,12926.394255242252,0.0,7889304.44400796,0.0,7889304.44400796 
 09/15  06:00:00,1770548897.3191629,0.0,9153601.754852996,179426617.44547747,153786000.0,717706469.7819098,351999296.7032966,112492372.74646048,129080131.06199286,116904407.82517325,1025826968.9708555,1017940938.3374274,7886030.633428048 
 09/15  07:00:00,2185279298.6098768,0.0,122552842.0694452,538279852.336432,0.0,717706469.7819098,439999120.8791207,103907369.5922554,145929236.1255402,116904407.82517325,661362966.8697244,637755711.0592015,23607255.81052294 
 09/15  08:00:00,4315641259.380704,0.0,261734167.72189743,1614839557.0092962,0.0,1614839557.0092962,439999120.8791207,105091354.39750885,162233094.53841067,116904407.82517325,163851120.33388526,116451207.6137778,47399912.720107469 
 09/15  09:00:00,4328651045.903636,0.0,373082745.1024043,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,114226011.89583013,186759382.44625146,116904407.82517325,68858533.55071461,21411109.68158111,47447423.8691335 
 09/15  10:00:00,4316406859.695924,0.0,515472135.3032151,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,119497301.61080545,202854164.67440105,116904407.82517325,57642944.49126423,2300766.2464305947,55342178.24483364 
 09/15  11:00:00,4489298206.4313759,0.0,678969392.385416,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,128321137.26811865,203424418.6703387,116904407.82517325,63444205.18096456,19600.313725172608,63424604.867239389 
 09/15  12:00:00,4435105992.856945,0.0,811355874.1232718,1614839557.0092962,0.0,1435412939.5638197,131999736.26373624,124023171.87184794,200570306.1998005,116904407.82517325,71578704.67212066,0.0,71578704.67212066 
 09/15  13:00:00,4636731801.615499,0.0,809259482.9473279,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,146937539.7812765,201951520.77939184,116904407.82517325,71507483.44224955,0.0,71507483.44224955 
 09/15  14:00:00,4644524314.572081,0.0,802209024.2400714,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,160191897.2490885,203540134.97541783,116904407.82517325,39498459.62702289,0.0,39498459.62702289 
 09/15  15:00:00,4744846103.529818,0.0,894197948.6003485,1614839557.0092962,0.0,1614839557.0092962,131999736.26373624,171197794.65495003,200867102.1670172,116904407.82517325,47354975.08592572,0.0,47354975.08592572 
 09/15  16:00:00,4810207212.223544,0.0,792255345.9821434,1614839557.0092962,0.0,1614839557.0092962,307999384.6153846,162025130.2953388,201343829.48691134,116904407.82517325,55442719.95379839,0.0,55442719.95379839 
 09/15  17:00:00,4210044290.1598799,0.0,629190006.2796137,1255986322.1183415,0.0,1435412939.5638197,439999120.8791207,130344770.31438282,202206723.17942775,116904407.82517325,31520005.96091972,0.0,31520005.96091972 
 09/15  18:00:00,3360782860.0787966,0.0,513543303.0489416,897133087.2273873,0.0,1076559704.672864,439999120.8791207,106811455.24888791,209831781.1764215,116904407.82517325,31471385.13557361,0.0,31471385.13557361 
 09/15  19:00:00,3363208410.8545019,0.0,449881594.3858097,897133087.2273873,153786000.0,1076559704.672864,351999296.7032966,104548763.63826107,212395556.40170975,116904407.82517325,15743077.133066962,0.0,15743077.133066962 
 09/15  20:00:00,2795328908.0651638,0.0,390162655.90739926,538279852.336432,184543200.0,897133087.2273873,351999296.7032966,103907369.5922554,212399038.47321994,116904407.82517325,23797257.596483228,205918.80675703209,23591338.789726199 
 09/15  21:00:00,2649012614.9419596,0.0,342735333.3668851,538279852.336432,184543200.0,897133087.2273873,263999472.52747248,103907369.5922554,201509892.06635297,116904407.82517325,25241215.37229544,9535301.573319322,15705913.798976116 
 09/15  22:00:00,1257684016.8014556,0.0,0.0,179426617.44547747,184543200.0,717706469.7819098,175999648.3516483,0.0,8081.2224202319185,0.0,7881021.603651847,0.0,7881021.603651847 
 09/15  23:00:00,1079970883.3523889,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,87999824.17582415,0.0,8080.671916046984,0.0,7880621.833762432,0.0,7880621.833762432 
 09/15  24:00:00,1035970968.8630967,0.0,0.0,89713308.72273873,184543200.0,717706469.7819098,43999912.087912078,0.0,8078.270536174567,0.0,72000.0,0.0,72000.0 
 09/16  01:00:00,856544354.235278,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,8081.088195110295,0.0,7881192.85662934,0.0,7881192.85662934 
 09/16  02:00:00,856544355.7002566,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,8082.553173603521,0.0,7880802.051452076,0.0,7880802.051452076 
 09/16  03:00:00,856544356.4398556,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,43999912.087912078,0.0,8083.292772596231,0.0,7881374.727933161,0.0,7881374.727933161 
 09/16  04:00:00,900544269.2273481,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,87999824.17582415,0.0,8083.992353007468,0.0,7880979.013154701,0.0,7880979.013154701 
 09/16  05:00:00,988548953.3188722,0.0,0.0,89713308.72273873,184543200.0,538279852.336432,175999648.3516483,0.0,12943.908053033814,0.0,15705651.723772752,0.0,15705651.723772752 
 09/16  06:00:00,1894214024.4294842,0.0,118505618.39037989,179426617.44547747,153786000.0,717706469.7819098,351999296.7032966,113588500.71174363,142297113.57150359,116904407.82517325,538199824.0179362,530313292.41082838,7886531.60710788 
 09/16  07:00:00,1882512646.5397332,0.0,175716910.70326985,179426617.44547747,0.0,717706469.7819098,439999120.8791207,103907369.5922554,148851750.31252695,116904407.82517325,436331553.7489593,420609798.3965792,15721755.352380079 
 09/16  08:00:00,2947718624.580745,0.0,312568236.32440426,897133087.2273873,0.0,897133087.2273873,439999120.8791207,108003326.94089747,175977358.15637539,116904407.82517325,171092612.1565615,155349211.17755015,15743400.979011357 
 09/16  09:00:00,3042214654.049458,0.0,506406171.0017825,897133087.2273873,0.0,897133087.2273873,307999384.6153846,114182371.83180724,202456144.32053606,116904407.82517325,81615286.22393437,50144575.97428068,31470710.249653683 
 09/16  10:00:00,3012624010.625066,0.0,653210358.0111019,897133087.2273873,0.0,897133087.2273873,131999736.26373624,112307303.15948695,203936030.9107927,116904407.82517325,40966861.09610205,17359143.27986263,23607717.816239418 
 09/16  11:00:00,3073325549.613588,0.0,716925713.9445233,897133087.2273873,0.0,897133087.2273873,131999736.26373624,110343812.83904362,202885704.28633739,116904407.82517325,31933704.077986059,441277.2879632341,31492426.790022825 
 09/16  12:00:00,3067430505.2579209,0.0,709286352.4259974,897133087.2273873,0.0,897133087.2273873,131999736.26373624,112684607.98110649,202289226.307133,116904407.82517325,23611218.41277646,0.0,23611218.41277646 
 09/16  13:00:00,3084914664.803445,0.0,720976687.6814245,897133087.2273873,0.0,897133087.2273873,131999736.26373624,118658702.3291026,202108956.24923385,116904407.82517325,31452520.052278349,0.0,31452520.052278349 
 09/16  14:00:00,2147117745.1099263,0.0,682035677.3617232,269139926.168216,0.0,627993161.0591707,131999736.26373624,116102001.85363099,202942834.5782756,116904407.82517325,15741379.450286612,0.0,15741379.450286612 
 09/16  15:00:00,2104500990.8538573,0.0,643812436.0837344,269139926.168216,0.0,627993161.0591707,131999736.26373624,109608545.4154437,205042778.0383826,116904407.82517325,15731201.619774286,0.0,15731201.619774286 
 09/16  16:00:00,2216315203.8218328,0.0,577045884.1606549,269139926.168216,0.0,627993161.0591707,307999384.6153846,107841050.39685944,209391389.59637354,116904407.82517325,23567318.430804008,0.0,23567318.430804008 
 09/16  17:00:00,1953723424.2369109,0.0,460208266.48619869,89713308.72273873,0.0,538279852.336432,439999120.8791207,103907369.5922554,204711098.3949919,116904407.82517325,7885968.761077972,0.0,7885968.761077972 
 09/16  18:00:00,1068003596.1044259,0.0,0.0,89713308.72273873,0.0,538279852.336432,439999120.8791207,0.0,11314.166134523004,0.0,7886333.581351057,0.0,7886333.581351057 
